\\ Node Data
\\Index, Label, Phases, baseV
1, node_291, ABCN, 7200.0
2, node_292, ABCN, 7200.0
3, node_293, ABCN, 7200.0
4, node_294, ABCN, 7200.0
5, node_297, ABCN, 7200.0
6, node_298, ABCN, 7200.0
7, node_295, ABCN, 7200.0
8, node_299, ABCN, 7200.0
9, node_305, ABCN, 7200.0
10, node_296, ABCN, 7200.0
11, node_300, ABCN, 7200.0
12, node_304, ABCN, 7200.0
13, node_516, ABCN, 7200.0
14, node_301, BN, 7200.0
15, node_310, CN, 7200.0
16, node_322, ABCN, 7200.0
17, node_780, BN, 7200.0
18, node_306, ABCN, 7200.0
19, node_375, ABCN, 7200.0
20, node_454, ABCN, 7200.0
21, tn_260, BS, 120.0
22, node_302, BN, 7200.0
23, node_311, CN, 7200.0
24, node_312, CN, 7200.0
25, node_313, CN, 7200.0
26, node_323, ABCN, 7200.0
27, node_307, CN, 7200.0
28, node_380, CN, 7200.0
29, node_308, ABCN, 7200.0
30, tn_283, AS, 120.0
31, tn_284, BS, 120.0
32, tn_285, CS, 120.0
33, node_376, ABCN, 7200.0
34, node_517, ABCN, 7200.0
35, node_518, ABCN, 7200.0
36, node_519, ABCN, 7200.0
37, tm_260, BS, 120.0
38, tn_261, BS, 120.0
39, node_303, BN, 7200.0
40, tn_263, CS, 120.0
41, tn_264, CS, 120.0
42, node_314, CN, 7200.0
43, node_315, CN, 7200.0
44, node_324, BN, 7200.0
45, node_325, CN, 7200.0
46, node_330, ABCN, 7200.0
47, node_364, AN, 7200.0
48, node_379, CN, 7200.0
49, node_309, CN, 7200.0
50, node_371, ABCN, 7200.0
51, node_385, AN, 7200.0
52, tm_283, AS, 120.0
53, tm_284, BS, 120.0
54, tm_285, CS, 120.0
55, tn_286, AS, 120.0
56, tn_287, BS, 120.0
57, tn_288, CS, 120.0
58, node_377, ABCN, 7200.0
59, node_449, ABCN, 7200.0
60, node_455, ABCN, 7200.0
61, node_520, ABCN, 7200.0
62, tm_261, BS, 120.0
63, tn_262, BS, 120.0
64, tm_263, CS, 120.0
65, tm_264, CS, 120.0
66, tn_265, CS, 120.0
67, node_781, CN, 7200.0
68, node_316, CN, 7200.0
69, node_320, CN, 7200.0
70, tn_272, BS, 120.0
71, tn_273, CS, 120.0
72, node_326, CN, 7200.0
73, node_543, ABCN, 7200.0
74, tn_277, AS, 120.0
75, node_365, AN, 7200.0
76, tn_293, CS, 120.0
77, node_785, CN, 7200.0
78, node_782, CN, 7200.0
79, node_372, CN, 7200.0
80, node_373, ABCN, 7200.0
81, node_387, BN, 7200.0
82, node_384, AN, 7200.0
83, tm_286, AS, 120.0
84, tm_287, BS, 120.0
85, tm_288, CS, 120.0
86, tn_289, AS, 120.0
87, tn_290, BS, 120.0
88, tn_291, CS, 120.0
89, node_378, ABCN, 7200.0
90, node_445, ABCN, 7200.0
91, node_450, AN, 7200.0
92, node_451, ABCN, 7200.0
93, node_657, ABCN, 7200.0
94, node_689, ABCN, 7200.0
95, node_521, ABCN, 7200.0
96, tm_262, BS, 120.0
97, tm_265, CS, 120.0
98, tn_266, CS, 120.0
99, tn_267, CS, 120.0
100, node_317, CN, 7200.0
101, tn_269, CS, 120.0
102, node_321, CN, 7200.0
103, tm_272, BS, 120.0
104, tm_273, CS, 120.0
105, tn_274, CS, 120.0
106, node_327, CN, 7200.0
107, node_544, AN, 7200.0
108, node_391, ABCN, 7200.0
109, tm_277, AS, 120.0
110, tn_278, AS, 120.0
111, node_366, AN, 7200.0
112, tm_293, CS, 120.0
113, tn_292, CS, 120.0
114, tn_271, CS, 120.0
115, tn_281, CS, 120.0
116, node_369, ABCN, 7200.0
117, tn_300, BS, 120.0
118, node_388, BN, 7200.0
119, tn_298, AS, 120.0
120, node_786, AN, 7200.0
121, tm_289, AS, 120.0
122, tm_290, BS, 120.0
123, tm_291, CS, 120.0
124, node_381, ABCN, 7200.0
125, node_447, AN, 7200.0
126, node_444, ABCN, 7200.0
127, node_446, BN, 7200.0
128, tn_336, AS, 120.0
129, node_793, AN, 7200.0
130, node_433, ABCN, 7200.0
131, node_453, ABCN, 7200.0
132, node_525, ABCN, 7200.0
133, node_669, BN, 7200.0
134, node_658, AN, 7200.0
135, node_659, CN, 7200.0
136, node_660, ABCN, 7200.0
137, node_685, ABCN, 7200.0
138, node_522, ABCN, 7200.0
139, tm_266, CS, 120.0
140, tm_267, CS, 120.0
141, node_318, CN, 7200.0
142, tm_269, CS, 120.0
143, tn_270, CS, 120.0
144, tm_274, CS, 120.0
145, node_328, CN, 7200.0
146, tn_275, CS, 120.0
147, node_542, AN, 7200.0
148, node_392, CN, 7200.0
149, node_393, ABCN, 7200.0
150, tm_278, AS, 120.0
151, tn_279, AS, 120.0
152, node_367, AN, 7200.0
153, tm_292, CS, 120.0
154, tm_271, CS, 120.0
155, tm_281, CS, 120.0
156, node_784, ABCN, 7200.0
157, node_370, CN, 7200.0
158, node_374, BN, 7200.0
159, tm_300, BS, 120.0
160, tn_301, BS, 120.0
161, node_389, BN, 7200.0
162, tm_298, AS, 120.0
163, tn_297, AS, 120.0
164, node_382, ABCN, 7200.0
165, tn_294, AS, 120.0
166, tn_295, BS, 120.0
167, tn_296, CS, 120.0
168, node_448, AN, 7200.0
169, node_441, ABCN, 7200.0
170, tn_334, BS, 120.0
171, tm_336, AS, 120.0
172, tn_350, AS, 120.0
173, node_429, ABCN, 7200.0
174, node_434, ABCN, 7200.0
175, node_452, ABCN, 7200.0
176, node_630, ABCN, 7200.0
177, node_526, ABCN, 7200.0
178, node_668, BN, 7200.0
179, tn_426, AS, 120.0
180, tn_427, CS, 120.0
181, node_673, ACN, 7200.0
182, node_661, CN, 7200.0
183, node_662, ABCN, 7200.0
184, node_684, ABCN, 7200.0
185, node_723, ABCN, 7200.0
186, node_523, ABCN, 7200.0
187, node_319, CN, 7200.0
188, tn_268, CS, 120.0
189, tm_270, CS, 120.0
190, node_329, CN, 7200.0
191, tn_276, CS, 120.0
192, tm_275, CS, 120.0
193, node_802, AN, 7200.0
194, tn_303, CS, 120.0
195, node_394, CN, 7200.0
196, node_395, ABCN, 7200.0
197, tm_279, AS, 120.0
198, tn_280, AS, 120.0
199, node_536, AN, 7200.0
200, tn_282, BS, 120.0
201, tm_301, BS, 120.0
202, node_787, BN, 7200.0
203, node_390, BN, 7200.0
204, tm_297, AS, 120.0
205, node_383, AN, 7200.0
206, tm_294, AS, 120.0
207, tm_295, BS, 120.0
208, tm_296, CS, 120.0
209, tn_335, AS, 120.0
210, node_442, CN, 7200.0
211, node_420, ABCN, 7200.0
212, tm_334, BS, 120.0
213, tm_350, AS, 120.0
214, node_426, BCN, 7200.0
215, node_430, ABCN, 7200.0
216, node_432, BCN, 7200.0
217, tn_403, AS, 120.0
218, tn_404, BS, 120.0
219, tn_405, CS, 120.0
220, node_631, ABCN, 7200.0
221, node_435, ABN, 7200.0
222, node_527, BN, 7200.0
223, node_528, CN, 7200.0
224, node_529, ABCN, 7200.0
225, tn_433, BS, 120.0
226, node_667, BN, 7200.0
227, tm_426, AS, 120.0
228, tm_427, CS, 120.0
229, node_672, AN, 7200.0
230, node_676, CN, 7200.0
231, tn_428, CS, 120.0
232, node_742, AN, 7200.0
233, node_663, CN, 7200.0
234, node_665, ABCN, 7200.0
235, node_733, BN, 7200.0
236, node_682, ABCN, 7200.0
